Id,Prediction,Lyrics
1181,0.0,"Pop Smoke run 'em over, big wheel in the ocean"
1182,0.0,"Found I was rich, my baby mama talkin' suin' me"
1183,0.0,"You know dark days, you know hard times"
1184,1.0,"(Everything, I'm doing everything right)"
1185,1.0,With half a tank and empty heart
1186,1.0,My Lucifer is lonely
1187,0.0,"And salesman's like ""What up, what's your budget?"""
1188,0.0,"AP, Muller, my Rollie"
1189,0.0,"Beehive, hit the honeycomb hideout, ayy"
1190,0.0,I really wanna be right here (be right here)
1191,1.0,"Flood that pack in the city, then throw it at Strokers (Throw it at Strokers)"
1192,0.0,"So you better stay up, player"
1193,1.0,"Wanna argue all day, make love all night"
1194,0.0,"They want me to ease up, I didn't leave 'em any breathin' room, sorry, I told 'em, ""I can't"""
1195,0.0,"Go to sleep six feet deep, I'll give you a B for the effort"
1196,0.0,Turn the whole top floor to a whorehouse
1197,1.0,I shut down my life for you (I shut down my life)
1198,0.0,Codeine got a n**** snoring
1199,0.0,Smokin' on drugs 'cause there's too much to deal with
1200,0.0,"Smile b****, smile b****, c'mon!"
1201,0.0,"He be like, ""d***, how that thang movin' in them jeans?"" (Them jeans)"
1202,1.0,"I'm nasty, I'm evil"
1203,0.0,Another school shooting (Eleven people dead)
1204,0.0,"All my n****s rock designer like they scream, yeah"
1205,0.0,"Make a new religion with it, man a n**** 'bout to go against God"
1206,0.0,"I don't play anymore, I went through your phone"
1207,0.0,"Mmh, that Lil Top, heard that, mmh, that Lil Top, yeah"
1208,0.0,"Both arms, yeah"
1209,0.0,"If it go down, I'm gon' protect you, pull that stick out and shoot"
1210,1.0,Round and round and round we go
1211,0.0,"Oh no, there I go, startin' up a fire"
1212,1.0,And be all alone
1213,0.0,"Turn s*** into sugar, that's chocolate pudding"
1214,0.0,"Keep movin' forward, keep movin' forward"
1215,0.0,"Ooh, sauce it up (Sauce it up)"
1216,0.0,"Anomaly, I'm Muhammad Ali"
1217,0.0,When the closest thing to tropic was the Tropicana (Yeah)
1218,0.0,It's We The Best Music
1219,1.0,"Yeah, is it just me?"
1220,1.0,"Hey, what up? You my lil' love bug, you with Gates now"
1221,0.0,"I hopped that s***, the way I hopped out and slid, ah"
1222,0.0,"Baby, let me be your man (Let me be your man)"
1223,0.0,I woke up thinkin' 'bout bands (bands)
1224,1.0,I can't stop the feeling
1225,0.0,"Yo, get close enough to HOV, smell like a kilo still (Still)"
1226,1.0,Who knows how to love you like me
1227,0.0,"Been waiting for a n**** like this, yeah"
1228,0.0,"I'm gonna take you somewhere warm, you know j'adore la mer"
1229,1.0,Can I get an amen? (Ah)
1230,0.0,"I get those goosebumps every time, yeah"
1231,1.0,"I can't even lie, you ain't my type"
1232,0.0,"Not really the type to let a n**** talk back, but"
1233,0.0,I know that they showin' up (know that they showin' up)
1234,0.0,"Is he gon' make it? TBD, huh"
1235,0.0,Its all up on google n now who the dumb b****
1236,1.0,Something inside me's changed
1237,0.0,"And their p**** stink, they catfishin' (Stank)"
1238,1.0,This s*** got me in my feelings
1239,0.0,'Cause I swear I already know that n****'s grimy
1240,0.0,"If my response is late, it's just how long it takes"
1241,1.0,All I drink is oil
1242,0.0,"Now I am insane, demons in my brain, love"
1243,0.0,She gon' act like she don't know me
1244,1.0,"I am not this desperate, not this crazy"
1245,1.0,And I don't wanna talk
1246,0.0,"Muddy poured up (Poured up), got a cutter (Cutter)"
1247,1.0,"I can not lose, I was up grindin', they snooze"
1248,0.0,"I'ma hit you back in a minute (Yeah, yeah)"
1249,1.0,You always give me butterflies
1250,0.0,"Let me know, let me know if you comfortable, ooh (If you're comfortable)"
1251,0.0,"She want this Gucci, she can get it"
1252,0.0,"Dopey to the face, f***, I need to take a break, wait (What)"
1253,0.0,I got ice burned where my heart at
1254,0.0,Tryna shade the bar just for the foul
1255,0.0,I'm not worried 'bout no n****s
1256,1.0,Fly away to Cairo or LA
1257,0.0,"Takin' shots at all your brethren, no"
1258,0.0,"Wet, wet, wet, wet"
1259,1.0,I'II keep this one for myself
1260,0.0,Them p**** n****s ain't 'bout that s***
1261,1.0,"Now that I'm here, wishing I was still young"
1262,1.0,Superman got nothing on me
1263,1.0,Ate s*** 'til I can't taste it
1264,0.0,"And my h* got talent, right?"
1265,0.0,"I got one girl from Philly, I think her name Nicki"
1266,1.0,If I didn't have you there would be nothing left
1267,0.0,Franck Muller made me proud of my wrist (Wrist)
1268,1.0,"I'm so into you (You are), baby (My girl)"
1269,0.0,"Anything for a rush now, it's Van Nuys on the touchdown"
1270,1.0,It feels like you don't care (You don't care)
1271,1.0,Baby do it for your grandma
1272,1.0,"Oh, this is what you wanted"
1273,1.0,Just say it out loud to see how it feels
1274,1.0,Sometimes I feel like giving up
1275,0.0,"In the hood, I'm not regular, I just brung my stick, baby"
1276,0.0,We can only chill for a weekend then you gotta go
1277,0.0,"A million dollars worth of cars, no lease, no rent"
1278,0.0,"Dark jeans and your Nikes, look at you"
1279,0.0,"Before we done, she ask ""Where we gon' do it next?"""
1280,1.0,"I'm ready, girl, are you ready?"
1281,0.0,Don't catch you slippin' now
1282,0.0,"f*** a rich b****, havin' rich sex (Rich sex)"
1283,0.0,Brand new watch cost a quarter
1284,0.0,"Walk it, walk it like I talk it (talk it), walk it like I talk it (woo)"
1285,1.0,When I'm with you
1286,0.0,"I just saw his mother, I gave her a hug"
1287,1.0,I'll be your lifeline tonight
1288,0.0,"Cross my heart, hope to die"
1289,0.0,"I got a river for a soul, and baby, you're a boat"
1290,0.0,But I made her walk back (Yup)
1291,1.0,"I know those days are over, but a boy can fantasize"
1292,0.0,"Why you actin' brand new? You know you my lil' boo, yeah"
1293,0.0,Fill me up with wisdom and some courage
1294,1.0,"When I moonwalk, I don't need no twenties"
1295,0.0,"I stay with the baddest, I'm countin' the cabbage"
1296,0.0,But we gotta start somewhere
1297,0.0,Took it to level now look what i become
1298,0.0,Who's givin' out this much return on investment?
1299,1.0,"Baby, this is what you came for"
1300,0.0,"He said, ""Keep that on lock"""
1301,0.0,I ain't got nothin' but a dub and a Black Card up inside my Ami' jeans
1302,0.0,"Man, she asked for some racks, gave her three times ten"
1303,0.0,These are some boss b**** shoes
1304,0.0,"We propellin', up top with Ellen, uh (With the choppers)"
1305,1.0,"I'll go with you, I'll go with you"
1306,0.0,I swear that these times is the wildest
1307,1.0,f***ing and fighting on
1308,1.0,I put my back into and my heart in it
1309,0.0,I could open up my eyes and walk in a straight line
1310,0.0,Livin in Atlanta full of graves n dealin wit allizeh
1311,1.0,I feel brand new
1312,1.0,"The world is yours, Scarface"
1313,1.0,And I hope that we keep falling
1314,1.0,"If we don't hold hands, you'll be killing me now"
1315,1.0,Don't know how to treat me
1316,0.0,But you just a wannabe gunner (Gang!)
1317,1.0,I show him how that neck work
1318,0.0,"n****s be thinkin' I'm deep, intelligent, fooled by my college degree"
1319,0.0,That we shoot across the sky
1320,1.0,"Roxanne, Roxanne"
1321,0.0,This that social awkward suicide
1322,0.0,"Headshot like baow, n**** (Pow)"
1323,0.0,"Young, young dumb and broke"
1324,0.0,"n****s know I came up, but I came back through the slums with Diddy"
1325,1.0,"Moncler, kick it"
1326,0.0,"Thinkin' 'bout postin' her on the 'gram, and delete her (Delete it)"
1327,0.0,"Fashionably late, I'm just glad that you made it"
1328,0.0,Muy Bien wrap a kilos (Yeah)
1329,0.0,"I get bored, I might give away a necklace (Yeah, yeah)"
1330,1.0,"This some, ""You know, why don't we know?"" (We know?)"
1331,1.0,"I swear I don't need love, that s*** is so, so petty"
1332,0.0,"I keep it juicy, juicy, I eat that lunch, uh (Yeah)"
1333,0.0,n****s ain't f***in' with me
1334,0.0,"Watch how everything is gonna change (Is gonna change), yeah, ayy"
1335,0.0,"Take it, own it, steal it, fast"
1336,0.0,"Calling up Kelz, he did 250 on biddie"
1337,1.0,"Break my bones but you won't see me fall, oh"
1338,1.0,"Just wait, can we work this out, can we work this out?"
1339,0.0,"I swear these n****s, they b****es"
1340,0.0,Truth and my lies right now are falling like the rain
1341,0.0,"Still, all my life, I got money and power"
1342,1.0,I can't fly if I could sit on the wing of that s*** (True)
1343,1.0,And I think about killing myself
1344,1.0,"I can't lose you, babe (I can't lose you)"
1345,0.0,"Every day a n**** try to test me, ah"
1346,0.0,"Them 40s come, we jump, I like my b****es blonde"
1347,0.0,"Yeah aight, now make that s*** clap, on the gang (Make it clap)"
1348,0.0,n**** be changing whips out like new Jordans (Oh yeah)
1349,0.0,I'm responsible for you retarded fools
1350,1.0,I don't have it all
1351,1.0,When you make it better like that
1352,0.0,He gave her a story 'bout life
1353,0.0,And maybe one day I'll be wiser
1354,0.0,I don't hang with these b****es 'cause these b****es be corny
1355,1.0,I always look the other way
1356,0.0,"Wasted, wasted, wasted, wasted"
1357,1.0,Just because I'm still not seein' someone new?
1358,1.0,"Sad tonight, sad tonight, sad tonight"
1359,0.0,".44 Bulldog, make 'em get back (Bah)"
1360,1.0,Don't say a word while we dance with the devil (uh)
1361,0.0,"38's on the block (Block), a n**** won't hesitate (Bah)"
1362,0.0,"Don't wanna f*** me, I won't argue baby, oh well"
1363,1.0,But at least we'll both be beautiful and stay forever young
1364,0.0,"He's comin' home with his neck scratched, to catch flack"
1365,1.0,Isn't it strange that you used to know me?
1366,1.0,You can worry 'bout that
1367,1.0,They don't understand that I'm all in his head
1368,1.0,"White X6, panda"
1369,0.0,"These n****s just runnin' out they f***in' mouth, man"
1370,0.0,"Right back on it, designer my garments"
1371,1.0,"Hey, I was doing just fine before I met you"
1372,0.0,"That ain't nothin', I'm just bein' friendly, dawg"
1373,0.0,And getting b****es and models?
1374,1.0,Don't tell me that you got a good thing for me
1375,0.0,But my neighborhood know I try to keep peace
1376,0.0,"I tell all my hoes (what?) ""Rake it up"
1377,0.0,Why don't every other white rapper sell what I sold? (Ooh)
1378,1.0,"Come closer, I'll give you all my love"
1379,1.0,And I'll have to get over you all over again
1380,1.0,"Small world, all her friends know of me (know me)"
1381,0.0,So what good is a f***in' machine gun when it's outta ammo?
1382,1.0,"'Cause no force on earth could make it feel right, no, no"
1383,0.0,"Yeah, n****, you gon' die"
1384,0.0,Wake up every day next to different b****es
1385,1.0,"I like that, baby"
1386,1.0,"I won't topple, I'm giving it to anyone who wanna come and get it and I'm not gonna stop"
1387,1.0,Some for free in the tote
1388,0.0,Gotta be dumb to make me your rival (Rival)
1389,1.0,"Oh, what's a girl to do?"
1390,1.0,"Whatever you want, you can have from me (Oh, oh)"
1391,1.0,"I say what I want, I ain't never been timid"
1392,0.0,And leave the body and the soul to be a part of thee
1393,0.0,Flyin' private jet with the rod (Rod)
1394,0.0,I tip a b**** 'cause of my courtesy (Tippin')
1395,0.0,"I went to the moped store, said ""f*** it"""
1396,1.0,"Why's it so, so easy when the night's ours?"
1397,0.0,"Ooh, your b**** not at home, she at the night show"
1398,0.0,But I know you'll be worth it
1399,0.0,Lookin' like it's a heist
1400,0.0,"I'm doing fraud, got that bag, yeah, I'm transportin'"
1401,0.0,"She put my name with yellow hearts (Yeah, she did)"
1402,0.0,Are you happy in this modern world?
1403,1.0,"You'll be good to go, good to go"
1404,0.0,"I turned to an addict, I bought me a Patek"
1405,0.0,And Xans gon' betray you
1406,0.0,We know that love is how all these ideas came to be
1407,1.0,"Girl, you hate it when I'm too high"
1408,1.0,Don't call me angel
1409,0.0,"Hot, hot, hot, I'm heatin' up"
1410,1.0,"Kiss it, kiss it better, baby"
1411,1.0,"Yeah, you know what you gotta do tonight, do tonight"
1412,1.0,Gonna hold up half the sky and say
1413,1.0,"It's solo, solo everybody"
1414,1.0,"Oh my God, Ronny"
1415,0.0,Everybody circling is vulturous
1416,0.0,"Saturday through Sunday, Monday"
1417,1.0,But you're really close
1418,0.0,Got a bed wit' your name on it
1419,0.0,I don't even understand how the f*** my plug talk
1420,1.0,I tried to help you (I tried to help you)
1421,0.0,Kanye dressed me up like a doll
1422,0.0,"Ayy, from that day I never saw the point in talkin' tough (Nah)"
1423,1.0,"Oh, what are you willing to do?"
1424,1.0,"No, no, we don't give a... anymore"
1425,0.0,"Ayy, truck to the plane to the truck"
1426,1.0,"'Cause I'm alone, you see"
1427,0.0,"In BOA, I'm pullin' them bands out (Cash)"
1428,1.0,I don't wanna be alone in the darkness
1429,1.0,"Have a drink on me, cheers to the failing"
1430,1.0,So take a deep breath and let it go
1431,1.0,"Tell me, why not waste it on me? Waste it on me"
1432,0.0,"I flew her out to Vegas, swear to God, forgot to hit her"
1433,0.0,"If I f*** three times, I'ma wife her"
1434,1.0,"And baby, I want it, and I'll just be honest"
1435,0.0,Back when they call me young nene the kid
1436,0.0,I waited my whole life just to s*** on n****s
1437,0.0,"But if he can't f*** three times a night, peace!"
1438,1.0,"(No, oh, oh, baby, no)"
1439,0.0,"I done gave her the world, now she not leavin'"
1440,1.0,"If you want love, you gon' have to go through the pain"
1441,0.0,More Act in a lemonade (Act)
1442,0.0,"And nobody's comin' close, yeah"
1443,1.0,"I been falling for days, been lost in the maze; I hope you can save me"
1444,1.0,"Ah (Baby, can we get familiar?)"
1445,1.0,For my whole lifetime
1446,1.0,It was a perfect illusion (Perfect illusion)
1447,0.0,I climb the Billboard Charts to the top until
1448,0.0,"Because when I need money, I ain't tryna, hold up"
1449,1.0,I want you all to myself
1450,0.0,"Bonfire smell in your hair, hair"
1451,0.0,If my opps is chillin' in the foreign (You lackin' a** n****s)
1452,0.0,"I might just YSL my s***, the Thugger way"
1453,1.0,"You know we can run it up, tell me what you really want"
1454,1.0,So don't call me up
1455,0.0,Lookin' like I still do fraud (Fraud)
1456,1.0,"Oh, 'cause baby, I could build a castle"
1457,1.0,"When she's mean, you know you love it"
1458,1.0,Without ever letting you know
1459,1.0,None of this s*** be new to me (Nope)
1460,1.0,"Yeah, we are never, ever going home"
1461,0.0,"p**** like a Wild Fox, lookin' for a Sasuke (Yeah, yeah, ayy, yeah)"
1462,1.0,"You're my, my, my, my lover"
1463,0.0,Give ya what you need like me (Hell nah)
1464,1.0,"She'll dance in the dark, a real work of art"
1465,1.0,Of when we were young
1466,0.0,"While you break it, roll it, light it, use that fire, ignite it"
1467,0.0,"Pew, kung pow, hit your a** with a cross kick"
1468,0.0,"I'm with the winnin' team, they make sure I'm not in last place (Yes)"
1469,1.0,"Out of all the rankless, I was chosen"
1470,0.0,I know when you go down all your darkest roads
1471,0.0,The point I'm makin' is the mind is a powerful place
1472,1.0,I was getting kinda used to being someone you loved
1473,1.0,I don't wanna leave
1474,1.0,"Snakehips, All My Friends"
1475,1.0,"He, won't touch you like I do"
1476,1.0,The same as seventeen
1477,1.0,Every time you walk into the room
1478,1.0,Break up with your girlfriend (With your girlfriend)
1479,0.0,If she ain't f***in' me and Nicki
1480,0.0,"Go out the country, smoke on the best bud, f*** on the best whores"
1481,0.0,"Okay, all my checks, I just be clearin' it"
1482,0.0,You'd leave it all if it feel bad
1483,1.0,"Yeah, when the morning comes, I'll always stay"
1484,0.0,"I'm so surrounded ('Rounded), ooh"
1485,0.0,Usually hanging out with Peter Pan and
1486,0.0,"I'm a bad b****, suck some d*** (Okay)"
1487,0.0,She gon' suck it all like she got no teeth (Yeah)
1488,1.0,Tsunami warning
1489,1.0,Missed me with that
1490,0.0,Ten bad b****es and they after me (Bad)
1491,1.0,"Falling in love (Hey), falling in love"
1492,0.0,But nothin' ever stops you leavin'
1493,0.0,"Yeah, I already done everything I dream (Everything, yeah)"
1494,0.0,"Ain't caught no body, and ain't getting no money (Cap)"
1495,0.0,Maybe we can be on chill tonight
1496,1.0,Now I've found another crush
1497,0.0,Best friend sat me down in the salon chair (Down in the salon chair)
1498,1.0,"I'm a Bad Boy, never met Diddy but that's what it is"
1499,0.0,Four times 'cause I'm a f***in' bastard
1500,1.0,"Left, out of town, said I'm always on your mind"
1501,0.0,Everybody wanna f*** with me for benefits now
1502,1.0,"Thank you, next"
1503,0.0,"The ring on my phone, ring on my finger (brrr)"
1504,0.0,"It's simple, you dip low"
1505,1.0,You can hear the money in my voice
1506,0.0,"Gang, gang, gang, gang, gang"
1507,0.0,"Last time, it was the drugs he was lacing"
1508,0.0,"Still on my mind, woah, you're still on my mind, yeah"
1509,0.0,"All this drip on me, I need a mop (21)"
1510,0.0,"I was a youngin, my biggest enemy was the club"
1511,0.0,"Said I'll be there in ten, but I got there in four"
1512,1.0,"Dance in the living room, love with an attitude"
1513,0.0,"Make sure that other s*** come in, get sold"
1514,0.0,When they see the gun in my hand
1515,1.0,"(Godd***, BJ with another one)"
1516,0.0,So go ahead and talk your talk
1517,0.0,Know them hoes like how I'm coming (Yeah)
1518,0.0,That's why I f*** with Ye!
1519,1.0,I'm living my best life
1520,0.0,"I don't be tripping on lil' shawty, I let her do whatever she please"
1521,1.0,"Think that s***'s got pneumonia"""
1522,0.0,By your name 'cause I'm sorry (Four)
1523,0.0,"n****s don't know where to go, gotta keep givin' em heat, heat (Yeah)"
1524,1.0,You promised the world and I fell for it
1525,1.0,"Run it, run it, run it"
1526,0.0,"No, no, you will not have me caught up all up on Maury (Hello)"
1527,0.0,"Yeah, who's been working so d*** hard?"
1528,0.0,"Man, what? (Haha)"
1529,1.0,"Only rest that I do is ""Where the rest of my commas?"""
1530,0.0,"I'm high and you're bi, I'm comin', you're goin'"
1531,1.0,"Can we, we keep"
1532,1.0,Now we know we'll never be the same
1533,1.0,"When you call me ""mamacita"""
1534,0.0,"Shawty, I promise the truth"
1535,0.0,I do the whole dash with no seatbelt
1536,0.0,"Have problems with admittin' that they need me, Lord"
1537,0.0,Whenever I get too vulnerable
1538,0.0,"And we be shoppin' through the city (Oh, oh)"
1539,1.0,It's really just that simple
1540,0.0,"Promise it feel better takin' his life (Takin' his life, yeah)"
1541,0.0,But I still dream 'bout the good old days
1542,0.0,I throw the big B's on a b****
1543,0.0,"It don't really matter where they from (Yee, yee, yee)"
1544,1.0,I'm right back where I started
1545,0.0,"I don't really want no friends, my old h* just bought this Benz"
1546,1.0,Now I'm with the mandem at the polo
1547,1.0,But I only hate on her 'cause I want you
1548,0.0,You know that your h* told you that n**** crazy
1549,1.0,"I'm way too old to try, so whatever"
1550,0.0,Hop off a jet to a check when I land (dat way)
1551,1.0,SethInTheKitchen
1552,1.0,"Take me out, and take me home (Forever and ever)"
1553,1.0,So if you're hurting babe
1554,1.0,Why are your stories all over the place?
1555,0.0,"I'll take 'em all, don't matter what the price is (What the price is)"
1556,1.0,Watching through my fingers
1557,0.0,"I don't do no old hoes (Oh, no, no)"
1558,0.0,"And she tellin' all her friends, I might put 'em on the 'Gram, ayy (Yeah, Dexter)"
1559,0.0,Solo cup full of holy spirits
1560,0.0,"I miss Nef, rest in peace to my n****s"
1561,0.0,"Fiendin', she on (Yeah)"
1562,0.0,"Way ahead of yourself, uh, you done outdid yourself (Oh yeah)"
1563,1.0,Hoping that the bridge won't cave in
1564,0.0,Thousand dollar sheets
1565,0.0,Let's talk about the fact you actually blackballed a rapper
1566,0.0,"I put on my brothers, I put on my b****"
1567,1.0,"Body moves (Yeah, just a little bit)"
1568,0.0,"Well, I ain't frontin' my intention, got your man outlined in chalk"
1569,1.0,"If you got a problem with me, say it now (Say it)"
1570,1.0,Can't do it like that
1571,0.0,"No, a n**** didn't cry (Let's go)"
1572,1.0,The thing about us
1573,0.0,"Gon' wake up and hit it, while you got your thong on, yeah"
1574,0.0,"I, I keep a record of the wreckage in my life"
1575,0.0,Right next to the boy who's throwin' up
1576,1.0,I keep that Glizzy
1577,1.0,You wanted me to say sorry (What?)
1578,1.0,"Don't let him in, don't let him in"
1579,0.0,You the same clown n**** that was runnin' me down?!
1580,1.0,"Watch out, watch out, watch out, yeah"
1581,1.0,If you cross her
1582,1.0,Watch me move (Blaow)
1583,1.0,"Oh, I think that you should know"
1584,0.0,"This can't be real, you dissed me and I was just tryin' to"
1585,0.0,"You ain't gotta make it easy, where you been sleepin'?"
1586,0.0,"I just made 100K, it was quicker than a Vine"
1587,1.0,While all my friends are falling in love
1588,0.0,If it's ten thousand hours or the rest of my life
1589,0.0,Psychedelics got me goin' crazy (Oh no)
1590,0.0,"Looking for you, looking for you, ah"
1591,1.0,"Roof was on, let me, love me"
1592,0.0,"Internet Money, b****"
1593,0.0,"Don't let them n****s try you, test your patience"
1594,0.0,"Everybody the same, all these n****s sound alike (d*** riders)"
1595,0.0,"We the ones that made millions off the curb, fool"
1596,1.0,I go where I want
1597,1.0,We're fine all by ourselves
1598,0.0,Why you keep talkin' about leavin' me?
1599,0.0,"If you turn off your lights, you gon' see me at night"
1600,0.0,'Cause you know the rest 'dem owe you one and we always pay them debts
1601,1.0,I hate that I want you
1602,1.0,You let me know love is not the answer
1603,1.0,Try to stop myself from calling
1604,1.0,You don't need to run
1605,1.0,Better than he can
1606,1.0,"Lately, I've been, I've been thinking"
1607,0.0,"I've been fightin' for my life, keep a pole"
1608,0.0,I took a vow that from now on
1609,0.0,"I did half a Xan, 13 hours 'til I land"
1610,1.0,Of some old ghost town
1611,0.0,"But we keep goin' higher, higher"
1612,0.0,Thousand dollars when I get my tip on
1613,1.0,"They tell me think with my head, not that thing in my chest"
1614,1.0,"Can we, we keep"
1615,0.0,Does happiness lie in a diamond ring?
1616,0.0,They get nervous when it's Nicki on the roster (Rrr)
1617,1.0,"So bring it, so bring it"
1618,0.0,If you was my sister then I would kiss you and tell you that I'm sorry for the pain you had to live through
1619,1.0,"Tell me, how's it feel sittin' up there?"
1620,1.0,"You set me free, oh"
1621,0.0,"For the full town (Woah, when you won't play, I)"
1622,0.0,"Keep my eyes, eyes, eyes on her"
1623,0.0,Depression's such a villainous state
1624,0.0,"Show me where it's at (boy, please, whatever)"
1625,0.0,"My crown in rotation, yeah"
1626,0.0,You'll have to kick him out again
1627,1.0,"I been messin' around (I been, I been)"
1628,1.0,You don't even follow me
1629,0.0,Cop another bag and smoke today
1630,0.0,Them n****s that hated is slowly endorsin'
1631,0.0,"I know her man, gotta move her from beside me I swear"
1632,0.0,"She a skeezer, uh, really don't need her, uh"
1633,1.0,"Oh no, no, no, not you again"
1634,1.0,Champagne pouring over us
1635,1.0,With my legs up on the dashboard
1636,1.0,You're the only one that I want
1637,1.0,"Yeah, I know that I let you down"
1638,0.0,"I ain't doin' no playin', these red bottoms, not no Vans"
1639,1.0,"Tempt me, drive me (Tempt me)"
1640,0.0,"Yeah, if I send one, need to text back 'cause you know what I need (Straight up!)"
1641,0.0,"DMac, that n**** be too bangin'"
1642,1.0,"If I don't do nothing, that money, I get it"
1643,0.0,"b****es bad, yeah, they all migrate"
1644,0.0,"Blame it on my juice, blame it, blame it on my juice (Ooh, baby)"
1645,1.0,"Now I just wanna know, are you..."
1646,0.0,"I would give you the world, baby girl"
1647,0.0,"Lil' shawty gave me brain, I almost crashed the whip"
1648,0.0,Every time I f*** without a rubber
1649,1.0,"I didn't know what I had, and I thought I had to leave"
1650,1.0,Don't know what to do without it
1651,0.0,"From rags to riches, I got me some b****es and I changed up how I come (Come)"
1652,0.0,I know these hoes gon' creep
1653,0.0,Love today's gone digital
1654,0.0,I got a whole 'nother level that I can tap into
1655,0.0,"Slim waist, a** fat (fat), my s*** is caked up"
1656,1.0,Are you gonna be the one? (Are you gonna be the one?)
1657,0.0,"Kick down your door, post up on your front porch, and we ain't leavin'"
1658,0.0,I escaped every one of the licks 'cause I was supposed to be rich
1659,1.0,Of the mattress that you stole
1660,0.0,I really bought cars for women on face
1661,0.0,"I know you didn't mean it, though"
1662,0.0,"We was working out that vacant house, God, forgive me (Forgive me)"
1663,0.0,"When you realize she ain't got you like I got you, I can't help ya"
1664,1.0,Higher powers taking a hold on me
1665,0.0,"Pop up, guess who, b****?"
1666,1.0,(Let me tell you something about me)
1667,0.0,"Baby, make it clap like a celebration"
1668,0.0,Wish death 'pon me
1669,0.0,"On your back, I start applying that lotion (Yeah, lotion)"
1670,1.0,I need you more than I want to
1671,1.0,If you wanna waste time
1672,0.0,Somethin' 'bout you makes me feel like a dangerous woman
1673,1.0,Welcome to my house
1674,0.0,"(Wanna get you back, yeah, yeah, baby, get you back)"
1675,0.0,"When we arrive, we probably won't leave, ah"
1676,1.0,"Oh, no damsel in distress, don't need to save me"
1677,0.0,"On my, on my, on my, on my 'cence, yeah"
1678,0.0,"If the police get behind me, I'm fleein' and eludin'"
1679,1.0,Look back at it
1680,1.0,I know you say it helps and no I'm not trying to offend
1681,1.0,"You were with your friends, partyin'"
1682,1.0,"Hey, hey, hey, hey"
1683,0.0,"My money thick thick, ayy"
1684,0.0,"In Dior they call me Mr. Baby, they know who I am"
1685,0.0,"Uh, you is a lie"
1686,1.0,Are we out of the woods yet? Are we out of the woods?
1687,1.0,The temperature's rising in here
1688,1.0,I'm about to fly
1689,0.0,You and me got a whole lot of history
1690,0.0,You come from a city where there's lean with the rocks in it
1691,0.0,"(Why you lyin'?) Tell the truth, just step aside"
1692,1.0,He came to me with the sweetest smile
1693,1.0,Know you see that they been tryna be me lately
1694,1.0,"Who's taking you home, home, home, home"
1695,0.0,"Said you'd take a bullet, told me you would die for me (Die for me)"
1696,0.0,"Slide, slide, fo' (Go loco)"
1697,0.0,"You wanna be my number one, you're not actin' like the main thing"
1698,0.0,Five times for the b****es who ain't called back (Yeah)
1699,1.0,"Yeah, you used to look in my eyes, now you look away, oh"
1700,0.0,"(Hol' up, let me talk my s***, hol' up)"
1701,0.0,Don't call me angel when I get undressed
1702,0.0,Ridin' 'round town with the FLOTUS
1703,0.0,"Holy Spirit, come down (Come take)"
1704,0.0,"Yeah (Illa, Illa, Illa)"
1705,0.0,"Maybe we should keep it casual, that's fine, that's fine (Wait)"
1706,0.0,Such a long time (Such a long time)
1707,0.0,4PF look like we hit licks how we sell bricks
1708,0.0,"I be tweakin' every day, I got some screws missin'"
1709,1.0,"Light me up (Light me up), light me up"
1710,1.0,Who been in my bed and around your homies
1711,1.0,But I'm still being me
1712,0.0,Hop outside a Ghost and hop up in a Phantom
1713,0.0,Cold wrist frozen
1714,0.0,"Switch my, switch my attitude"
1715,1.0,One time for Drake
1716,1.0,"I wanna know, I wanna know who"
1717,0.0,"Platinum disc and I own masters, b****, pay me"
1718,1.0,"(Nobody, nobody)"
1719,1.0,"Everything means nothing if I can't have you, no"
1720,1.0,"All I know are sad songs, sad songs"
1721,0.0,"That's a moment, hopped out frog like ribbit, ribbit (Skrrt)"
1722,1.0,And always underrated
1723,1.0,"Thank you, next"
1724,1.0,Did you find somebody better?
1725,0.0,"f***ed her, I done came 'bout two times, yeah"
1726,1.0,"1 by 1, let me see you"
1727,0.0,"Top of the floor, man, it came with the rink"
1728,0.0,"Wanted a diamond choker, soon as her time was over, b****, you played"
1729,1.0,"She ain't never do this before, but she good at it"
1730,0.0,He better call Becky with the good hair
1731,0.0,And I'll never lie to you
1732,0.0,She don't know that I know she be f***in' my brother
1733,1.0,I always wonder if you ask yourself (Ask yourself)
1734,1.0,Don't mind nobody
1735,1.0,"Tell me what you want, I just want your friend"
1736,0.0,"Ain't no runnin', Thotiana, you gon' take these d*** strokes (Thotiana)"
1737,0.0,"Might be rocking a show or if I'm not up the stu', then I'm f***ing this cash off"
1738,1.0,Meet me at the room at five
1739,0.0,I'm the n**** make your b**** wanna drop (Yeah)
1740,1.0,Why I got you on my mind
1741,1.0,"I'm upset ('Set, 'set)"
1742,0.0,"b****, I'm feelin' like a boss, spit on it and lick it off (Ayy, yeah)"
1743,1.0,"Let my love in, let my love in"
1744,1.0,"No, I don't wanna let you go, oh no"
1745,0.0,"I move keys, but you hoes get one turn"
1746,1.0,"Hey look ma, I made it"
1747,0.0,"We got the police on our trail, so we runnin' when we see 'em"
1748,0.0,All the demons lookin' moody
1749,0.0,"This next part's my favorite part, uh"
1750,0.0,"I dabble later, I doubt it"
1751,1.0,"Mmm, told me you were ready"
1752,1.0,So you can try all you want
1753,0.0,"Everybody sittin' at the table 'round here, yeah"
